"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"GEO","NH",10,2017,"2017-2018",0,0,0,NA,NA,NA,NA,1,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LUX","NH",33,2023,"2023-2024",0,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"PAK","NH",15,2010,"2010",0,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MNG","NH",14,2008,"2008-2009",NA,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"PHL","NH",48,2009,"2009-2010",1,0,0,0,NA,NA,NA,0,NA,8,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"KGZ","NH",16,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"IDN","SH",23,2019,"2019",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"LTU","NH",44,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"MLI","NH",18,2019,"2019-2020",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"BOL","SH",41,2022,"2022-2023",0,0,4,NA,NA,NA,NA,0,0,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"LAO","NH",36,2013,"2013-2014",1,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"LVA","NH",12,2009,"2009-2010",NA,2,6,NA,NA,NA,NA,1,NA,1,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"URY","SH",8,2004,"2004-2005",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Fujian/411/2002","B/Hong Kong/330/2001"
"X09","NH",5,2011,"2011-2012",17,0,4,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CRI","NH",24,2019,"2019-2020",33,0,28,NA,NA,1,0,1,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"CYM","NH",11,2024,"2024-2025",5,0,0,NA,NA,0,0,3,3,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"BGR","NH",12,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"KGZ","NH",41,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"SWE","NH",11,2019,"2019-2020",1,0,2,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ROU","NH",25,2016,"2016-2017",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"AUS","SH",20,2014,"2014-2015",9,0,3,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"COL","NH",10,2009,"2009-2010",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"LBR","NH",52,2023,"2023-2024",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"USA","NH",42,2023,"2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"AUS","SH",8,2013,"2013-2014",1,0,7,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"ARG","SH",6,2002,"2002-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"MDA","NH",17,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"CHN","NH",35,2012,"2012-2013",0,0,297,0,NA,NA,NA,2,NA,2,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"COL","NH",32,2011,"2011-2012",14,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MDA","NH",4,2024,"2024-2025",13,NA,1,0,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"NGA","NH",2,2016,"2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X11","NH",32,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"CHN","NH",13,2010,"2010-2011",40,4,14,0,NA,NA,NA,77,NA,12,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"TLS","SH",24,2023,"2023-2024",0,0,0,0,0,NA,NA,3,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"X11","NH",23,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"BGD","NH",46,2020,"2020",0,NA,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHE","NH",14,2015,"2015-2016",1,0,2,NA,NA,NA,NA,2,NA,2,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"ITA","NH",52,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"NIC","NH",49,2023,"2023-2024",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ARM","NH",48,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ARG","SH",15,2008,"2008-2009",NA,1,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"KAZ","NH",16,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"KHM","NH",6,2008,"2008-2009",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"UGA","NH",30,2007,"2007",NA,0,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"SUR","NH",45,2019,"2019-2020",0,0,0,NA,NA,0,0,0,0,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ARG","SH",38,2014,"2014-2015",0,0,13,NA,NA,NA,NA,1,NA,5,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"BFA","NH",25,2020,"2020-2021",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHE","NH",45,2003,"2003-2004",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"BRB","NH",16,2017,"2017-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LCA","NH",22,2020,"2020-2021",0,0,0,NA,NA,0,0,0,0,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"LKA","NH",13,2024,"2024",6,NA,3,0,0,NA,NA,3,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"NZL","SH",40,2018,"2018-2019",8,NA,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"PRY","SH",23,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"SGP","NH",40,2018,"2018",2,0,4,0,0,NA,NA,5,NA,3,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"BLZ","NH",29,2023,"2023-2024",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"PRY","SH",4,2019,"2019-2020",8,0,0,NA,NA,0,NA,0,0,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"TLS","SH",14,2022,"2022-2023",0,0,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"X12","NH",12,2022,"2022-2023",0,0,3,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"FIN","NH",44,2023,"2023-2024",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"NCL","SH",3,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X10","NH",23,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BGD","NH",1,2013,"2013",2,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"IND","NH",49,2011,"2011",0,0,14,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"LKA","NH",37,2011,"2011",1,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"LKA","NH",40,2015,"2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"MEX","NH",13,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"URY","SH",45,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"CHN","NH",34,2012,"2012-2013",0,0,317,0,NA,NA,NA,1,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"BFA","NH",45,2013,"2013-2014",0,0,2,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"CHN","NH",48,2015,"2015-2016",21,0,133,0,0,NA,NA,16,NA,80,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"KAZ","NH",26,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"PAK","NH",25,2014,"2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"DOM","NH",12,2016,"2016-2017",27,0,2,NA,NA,NA,NA,4,NA,9,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"JPN","NH",30,2020,"2020-2021",0,0,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"CHN","NH",13,2015,"2015-2016",3,0,181,0,NA,NA,NA,22,NA,774,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"MAR","NH",52,2008,"2008-2009",NA,3,1,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"IDN","SH",37,2013,"2013",1,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"ISL","NH",6,2005,"2005-2006",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"KAZ","NH",42,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"LKA","NH",50,2015,"2015",0,0,12,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"PAN","NH",28,2007,"2007-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"PRK","NH",18,2023,"2023-2024",8,NA,0,0,0,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"VNM","NH",32,2022,"2022-2023",0,NA,1,0,0,NA,NA,1,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"AUS","SH",38,2003,"2003-2004",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"HKG","NH",7,2012,"2012-2013",12,0,52,0,NA,NA,NA,137,NA,192,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"PER","SH",43,2008,"2008-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"AUT","NH",48,2016,"2016-2017",0,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BRA","SH",4,1999,"1999-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOM","NH",35,2022,"2022-2023",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"EST","NH",46,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"JAM","NH",51,2022,"2022-2023",3,0,2,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"PRK","NH",45,2022,"2022-2023",0,NA,0,0,0,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"VEN","NH",15,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"X09","NH",27,2007,"2007-2008",NA,0,0,NA,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"DNK","NH",29,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"IRN","NH",50,2007,"2007-2008",NA,13,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"MTQ","NH",23,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"POL","NH",53,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NZL","SH",35,2003,"2003-2004",NA,0,4,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"ARM","NH",46,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"BTN","NH",33,2011,"2011-2012",0,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"GEO","NH",46,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CHN","NH",48,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,1515,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"BGR","NH",17,2024,"2024-2025",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"EGY","NH",1,2020,"2020-2021",20,NA,2,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"HRV","NH",29,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"LTU","NH",40,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"LUX","NH",45,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LVA","NH",18,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"TUN","NH",11,2009,"2009-2010",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"OMN","NH",13,2019,"2019-2020",4,NA,1,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"CHN","NH",46,2014,"2014-2015",10,0,480,0,NA,NA,NA,4,NA,39,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"ESP","NH",51,2018,"2018-2019",16,0,20,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"EGY","NH",2,2007,"2007-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"GHA","NH",53,2009,"2009",1,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"IDN","SH",11,2010,"2010",0,0,11,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MMR","NH",33,2020,"2020-2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"NOR","NH",14,2012,"2012-2013",3,0,11,NA,NA,NA,NA,1,NA,1,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"PAK","NH",50,2014,"2014",0,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"SRB","NH",8,2015,"2015-2016",8,0,2,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"X11","NH",38,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CHL","SH",48,2023,"2023-2024",9,0,2,NA,NA,0,0,44,44,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"ESP","NH",1,2016,"2016-2017",33,0,2,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"NCL","SH",35,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Shangdong/7/97"
"NOR","NH",8,2015,"2015-2016",71,0,105,NA,NA,NA,NA,0,NA,54,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"ARG","SH",25,2013,"2013-2014",397,0,67,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"CHE","NH",4,2023,"2023-2024",19,NA,4,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"GLP","NH",16,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MLI","NH",18,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"PSE","NH",14,2018,"2018-2019",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"SEN","NH",15,2014,"2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"X09","NH",14,2010,"2010-2011",2,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ARG","SH",35,2009,"2009-2010",53,5,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"ARM","NH",24,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ARM","NH",51,2022,"2022-2023",10,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"HRV","NH",25,2010,"2010-2011",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"NGA","NH",37,2017,"2017",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"OMN","NH",32,2008,"2008-2009",NA,0,0,NA,NA,NA,NA,0,NA,1,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"ROU","NH",14,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"LTU","NH",13,2014,"2014-2015",0,0,5,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"PHL","NH",45,2023,"2023-2024",0,0,11,0,0,NA,NA,10,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"MDG","SH",6,2014,"2014-2015",0,0,24,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"SYR","NH",36,2018,"2018-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"TUN","NH",1,2009,"2009-2010",NA,1,2,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"GEO","NH",20,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"POL","NH",9,2014,"2014-2015",11,0,2,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"PRT","NH",4,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SEN","NH",35,2002,"2002",NA,0,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"THA","NH",12,2007,"2007-2008",NA,0,24,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"THA","NH",18,2014,"2014-2015",9,0,1,0,NA,NA,NA,0,NA,6,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"UZB","NH",1,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"ALB","NH",15,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"NGA","NH",48,2017,"2017",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"UKR","NH",39,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"HUN","NH",17,2013,"2013-2014",1,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"HTI","NH",17,2018,"2018-2019",6,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"BOL","SH",30,2019,"2019-2020",1,0,3,NA,NA,4,NA,4,NA,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"MTQ","NH",4,2022,"2022-2023",1,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MUS","SH",20,1998,"1998-1999",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOR","NH",5,2011,"2011-2012",120,0,5,NA,NA,NA,NA,34,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"RUS","NH",40,1999,"1999-2000",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UKR","NH",48,2006,"2006-2007",0,0,0,NA,NA,NA,NA,0,NA,0,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"CMR","NH",23,2008,"2008-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"KHM","NH",52,2021,"2021-2022",0,0,0,0,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
